"","year","tree_id","wood_type","ring_width"
"1444",2022,"655_","latewood",1.0435
"1445",2022,"656_","earlywood",1.5455
"1446",2022,"656_","latewood",1.1115
"1447",2022,"860_","earlywood",1.281
"1448",2022,"860_","latewood",1.08
"1449",2023,"309_","earlywood",0.582
"1450",2023,"309_","latewood",0.275
"1451",2023,"310_","earlywood",0.3495
"1452",2023,"310_","latewood",0.339
"1453",2023,"311_","earlywood",1.0905
"1454",2023,"311_","latewood",0.8575
"1455",2023,"646_","earlywood",0.455
"1456",2023,"646_","latewood",0.466
"1457",2023,"648_","earlywood",0.487
"1458",2023,"648_","latewood",0.213
"1459",2023,"648_B2E",NA,0.403
"1460",2023,"648_B2L",NA,0.339
"1461",2023,"652_","earlywood",0.816
"1462",2023,"652_","latewood",0.529
"1463",2023,"654_","earlywood",1.577
"1464",2023,"654_","latewood",0.942
"1465",2023,"655_","earlywood",1.4715
"1466",2023,"655_","latewood",0.7935
"1467",2023,"656_","earlywood",1.3125
"1468",2023,"656_","latewood",0.8265
"1469",2023,"860_","earlywood",1.0585
"1470",2023,"860_","latewood",0.932
"1471",2024,"309_","earlywood",0.4445
"1472",2024,"309_","latewood",0.213
"1473",2024,"310_","earlywood",0.2645
"1474",2024,"310_","latewood",0.2115
"1475",2024,"311_","earlywood",1.048
"1476",2024,"311_","latewood",0.879
"1477",2024,"646_","earlywood",0.2965
"1478",2024,"646_","latewood",0.5925
"1479",2024,"648_","earlywood",0.487
"1480",2024,"648_","latewood",0.085
"1481",2024,"648_B2E",NA,0.36
"1482",2024,"648_B2L",NA,0.318
"1483",2024,"652_","earlywood",0.7515
"1484",2024,"652_","latewood",0.614
"1485",2024,"654_","earlywood",2.265
"1486",2024,"654_","latewood",1.3335
"1487",2024,"655_","earlywood",1.3865
"1488",2024,"655_","latewood",1.397
"1489",2024,"656_","earlywood",1.1645
"1490",2024,"656_","latewood",0.794
"1491",2025,"652_","earlywood",0.847
"1492",2025,"652_","latewood",0.762
